grant_id,book,snippet
II_6_899,6,"HENRY SMITH. 300 acs., Low Nort. Co.. in Lyn haven Par., on S. side of the broad run & E. side of Cipres Sw; 3 Oct..1671, p. 378. Trans. of "
II_6_907,6,"MR. JOHN FOXHALL, 150° acs., W'morcland Co.. 3 Oct. 1671, p. 379. Down a br. & sw. of Pope's Cr. to Jand of Xpofer, Butler & Abraham Feild, "
II_6_908,6,"JOHN DEANE, 400 acs., on S. side of Rappa. Riv., on branches of Kilman’s Cr., adj. Evan Davys & Tho. Williams, &e: 3 Oct. 1671, p. 380. Gran"
II_6_914,6,"THOMAS SALISBURY. 540 acs., Neumberland Co., on §. side of Gr. Wiccocomoco Riv. adj. Mr. Christopher Garlington & land of Doctor Sanders; 27"
II_6_918,6,"DANIEL HOLLAND, 550 acs., N’umpberland Co., adj. Wm. Cornish, on Andrewes’ br. of Hull’s Cr., &c; 27 Oct. 1670, p. 383. 400 acs. being the m"
II_6_923,6,"THOMAS RAWSON, 591 aés., on S. side of Rappa. (Riv.), adj. Jno. Mills neare the flood gate of Major Jno. Weire’s Mill on S. side the creek; "
II_6_933,6,"SAME. 11.300 acs.. same Co.. date & page. On Stokeley’s Branch, &. Bundick’s Br..1450 acs. part granted to Col. Edmond Scarborough 29 Sept.”"
II_6_938,6,"CAVALIERS AND PIONEERS Matomkin Cr., &c. 600 acs granted them 5 Apr. 1666; 90 acs, for trans. of 2 pers: Jno. Fletcher, Wm. Peregrine."
II_6_941,6,"SAME. 3650 acs., same Co. & date, p. 391. 2650 acs. bet. Chigkanessex Cr. on the S. W. & lands of Deep Cr. on N. E. &c; 1000 acs. bet. littl"
II_6_951,6,"DANLL. PENSAX (or Pensal), 600 acs., N’ampton Cr., neec a Gr. White Marsh, het.’ Pungoteag & Matompkins; adj. Capt. Jno. West; 26 Mar. 1672,"
II_6_957,6,"SAME. 885 acs., same location, d=te & page. Adj. land of Geo. Johnson, formerly of Alexr. Massey; to Nicholas Millechop &c. Trans. of 18 per"
II_6_964,6,"RICHARD WHITEHEAD, 812% acs., on S. side of Rappa. Riv., beg. at the Jower fall; 15 Mar. 1672/3, p. 409. Granted to Capt. Thomas Hawkins 2 J"
II_6_988,6,"JOHN CRUEDEN, 200 acs., Narisamond Co., 28 Oct. 1672, p. 407. Granted to Robert Brassiere, &c. (as above)."
II_6_990,6,"JOHN EWENS, 50 acs., Nanisimond €o., 28 Oct. 1672, p. 407. Escheat land of Wm. Ward, &c."
II_6_999,6,"RICHARD - JONES, (Joanes), Mariner, 680 acs., on E. side int the S’n. br. of Eliz. Riv; 1 July 1672, p. 409. 400 acs. taken up Mr. Wm. Julya"
II_6_1019,6,"MR. JOHN BRYANT, 350 acs., at the head of the S’n. br. of Nansimond (Riv.)% adj. Robert Johnson; 8 Oct. 1672, p. 416. Trans. of 7 pers: Step"
II_6_1020,6,"ROBERT LASSISTER, 400 acs., Up. Par, of Nansimond, 8 Oct. 1672, p. 416. In a gr. Arrow red (reed) Pocoson, & adj. John Ellis. Trans. of 8 pe"
II_6_1027,6,"THOMAS COTTELL, 50 acs., in the western br. of Eliz. Riv., adj. his own & land of Robert Grymes; 8 Oct. 1672, p. 417. Trans. of:. Elizabeth "
II_6_1033,6,"SAME. 600 acs., same Co., date & page. At head of the eastern shore of Lynhaven; on. the Short Ridge, adj. Edmond Moore; & Wm. Brock. Trans."
II_6_1035,6,"THOMAS WELLS, 560 A.|.2 R., 24 P.. Henrico Co., on N. side Appamatock Riv., 28 Sept. 1672, p. 420. 200 acs. beg. at Conecock brooke; adj. hi"
II_6_1037,6,"ARGOLL YARDLEY, 500 acs., in the Up. part of N’arapton Co., at Chickanessex Cr., adj. kt. Col. Waters; & S'ly. towards Onancock; 3 Oct. 1672"
II_6_1043,6,"SAME. 500 acs. Same Co., date & page. N. side Pungoteage Cr., adj: Cha. Scarburgh, the maine Bay & N’ly. towards Matchotanck. Granted Matild"
II_6_1050,6,"SAME. 500 acs., same Co., date. & page. Upon Assacamanscocke branch, about 3 mi. from the river; adj. land supposed to be surveyed for Georg"
II_6_1059,6,"TAMBERT MOORE & BARTHOLOMEW’ RAMSEY. 350 acs.. Gloucescer. CAVALIERS AND PIONEERS Co., 8 Oct. 1672, p. 429. Betwixt land of David Cant, dec’"
II_6_1060,6,"MATHEW GAYLE, 284 acs., Glost. Co., in Kingstone Par., 8 Oct. 1672, p. 429. Adj. Phillip Hunley. Trans. of 6 pers: Wm. Blake, James Paine, M"
II_6_1063,6,"SAME. 650 acs., Same Co., date & age. At Gingoteag; adj. Mr. Nichool, formerly sd. Wallop’s; land formerly Samuell Taylor’s; & land of Richd"
II_6_1067,6,"SAME. 2800 acs., same Co. & date, p. 431. At Watchapreag near Matchapungo Neck; beg. at Mr. Kendall, at Matchapungo Cr., to Richard Kellam; "
II_6_1086,6,"ROBERT CARDIN, 46 acs. in Sittingborne Par., on S. side of Rappa. Riv., near Chestucson Cr., on line of Mr. John Cox, facing Ocapacee (?) Cr"
II_6_1092,6,"CONQUEST WYATT, sonne & heire of’ Edward Wyatt, 530 acs, on NW side of Hoccadies (Hoccadayes) Cr; 10 Oct. 1672, p. 437. Beg. neere Wyatt's o"
II_6_1099,6,"BENJAMIN. HARRISON, 1240 acs Surry ‘Co. 12 Nov. 1672,’ page 440. 600 acrés on S. side the Riv., about 1% mi. up Upper ‘Chipokes Cr., upon: t"
II_6_1103,6,"JAMES BESOUTH, 476 acs., & 59.28 chs,, Yorke €o., 15 Dec. 1672, p. 441. 98 acs. on-S, W. side of Briery Sw., adj, Tho. Shaw- & Rich, Harris;"
II_6_1109,6,"WM. DROMMOND, 960 acs., Low. Nof. Co., on E. side. of brs. of the N. river of Coratocke; 5 Mar. 1672/3, p. 444, Trans. of 20 pers: Ja. . Bis"
II_6_1134,6,"HEN. RANDOLPH, 244 A., 3 R.. 8 P., at the head of land surveyed for Jdéhn Strudivanty(Sturdivant?) ; 17 May 1673, p. 452. Chanted to Joha Gi"
II_6_1142,6,"SAME. +100 acs., Same Co. & page. 28 May 1673. N. side sd. Riv., adj. George Westen (Weston); Sir Grey Skippwith; & Mr. Geo. Chapman. Trans."
II_6_1154,6,"JOHN WALTHAM, 700 cs., N armpton Co., N. -side of Accohauock Cr. adj; Rich. VWahan; Rich. Kellum; & Rich. Bayly; 27 May 1673, p. 459. 450 ac"
II_6_1157,6,"GEO. PARKER, 374 acs., N'amptor. Co., at Pungat, on SW side of Pokomock Cr., adj. land of John Williams; land formerly Nich. Wadalow’s;. & l"
II_6_1159,6,"SAME. 1850 acs., same Co., & date, p. 461. At Matchapungo Cr., 400 acs. CAVALIERS AND PIONEERS granted to Jno. Ewens 11 Mar. 1655, & sold to"
II_6_1161,6,"ROBT. LAWRANCE, Junr., 600 acs., Nansemond €o., by a Beaver Dam Sw., 28 May 1673. p. 461. Trans. of 12 pers: Aron Loveringe. Stephen Hicks. "
II_6_1163,6,"SAME. 600 acs., Same Co., date, & page. At Muromkin; called the Great Neck; at the head of Nuswatox Cr., bet. 2 branches: one parting this &"
II_6_1185,6,"SAME. 650 acs., same Co., date & page. In the forke of Whorecocke Sw.: adj, Mr. Robt. Rowles’ land bought of Mr. Martyn Palmer, neare main r"
II_6_1186,6,"JNO. MOLTON (or MELTON), 400 acs., Up. Par. of Nansemond Co., 2 June 1673, p. 468. Adj. Jno- Poole & “Walter Beasley (Bestey). Trans. of 8 p"
II_6_1188,6,"AMBROSE BOSEMAN, 300 acs., a the head of: Queen's Cr.. a br. of the W. br. of Nansemond Riv., adj. -Hugh Sanders & Jno. Moore; 2 June 1673, "
II_6_1201,6,"MICHAELL FENTRIS, 45u acs Low. Notf.: Co., §. side of the: E.’-br. of Eliz. Riv., 23 Oct. 1673, p. 472. “Adj. Tho. Cartright, Wm. Nicklis, E"
II_6_1214,6,"JOHN SHAPELY (Shapley), 430 acs. Gloucetser Co., in the narrowes of Milford Haven, 23 Oct. 1673, p. 476. Beg. at Hollowing Point at mouth of"
II_6_1218,6,"SAME. 230 acs. Same Co., date & page. S. side of N. br. of the forked brs. of the Middle br. of Muddy Cr.,-adj. his own; Robt. Davis & Thoma"
II_6_1223,6,"MAJOR ROBT. BRISTOW, 930 acs., Golucester Co., in Kingston Par., on NE side of Mobjack Bay, nere mouth of North Riv; adj. Tho. Ryland; & Mr."
II_6_1233,6,"WM. & MARY KENDALL, sonn & Bowles, Chris. Hinton, Han. Barlow, Ja. dau. te Wm. Kendall, 6000 acs, Agca~ mack Co., 27 Oct. 1673, p. 482. From"
II_6_1237,6,"THO, WEBSTER 754 A., 1 R., 3 P.. Henrico Co., N. side of Appomattock Riv., 28 Oct. 1673, p. 483. 251 A., 28: P., granted him 20 Oct. 1665; b"
II_6_1243,6,"CAPT. WM. BIRD, 1280 acs., on N. side of James Riv., 27 Oct. 1673, p. 486. Beg. on the River about a mile above the falls, N by E to a slash"
II_6_1247,6,"SUSANNAH HUFFLER, 200 acs., Low. Par. of Nansimond Co., 3 Nov. 1673, p. 488. Granted to Mr. Wm. Burbage & sould to George Sheares, dec'd$ es"
II_6_1249,6,"THOMAS MERSER, 200 acs., in Pusell Poynt Cr., a br. of the S. br. of Eliz. Riv.. 3 Oct. 1673, p. 488. Granted to Richd, Starnell, who sould "
II_6_1254,6,"SIMON MILLER, 817 acs.. Kappa. Co., iri the freshes & on S, side the Riv., on the head of Pewamanesee Cr., adja Cadw. Jones; lands of Tallia"
II_6_1259,6,"SAME, 1668 acs., in the freshes.& on S. side of Rappa. Riv., opposite the falls; adj. Capt. Lausence Smith in the line of Capt. Hawkins; lan"
II_6_1260,6,"CADWLL. (Cadwallader ?) JONES, 1443 acs., on S. side & in the freshes of Rappa. Riv., adj. Warwick Camock (Cammock) ; 5 Nov. 1673, p. 492. 6"
II_6_1265,6,"ROBERT BEVERLEY, 150 acs., Gloss ter Co., S. side of Garden Cr., 6 Nov. 1673, p. 493. Granted to Edward Lucaq 17 July 1655, deserted, & sinc"
II_6_1273,6,"WM. JERMAN, 300 acs., Aceomack Co., S..side Menssongo Cr., 7 Nov. 1673, Pp. 497. 300 acs..-granted Wm. Custis, deserted, & now granted by or"
II_6_1277,6,"ROBT. DRAPIER, 50 acs., Yorke Cr., . in Pocoson Par., adj. Edmd. Hudson, & his own dwelling house; 10 Nov, 1673, p. 498. Part of 200 acs. gr"
II_6_1278,6,"WALTER KIBLE (Kibble) & Mara garet Kibble, son & dau. of Geo. Kibble, 14 Jan. 1673, p. 498. 2500 acs. tapony River; part of 6000 acs. grante"
II_6_1281,6,"SAME. 800 acs., on Mathewes Cr..-@ br. of the S. br. of Nanzeinond Riv.; adj. Col. Tho. Dew; & Geo. Spyvey; same date & page. 30U- acs. gran"
II_6_1282,6,"MR. JOHN HAWKINS. 600 acs., Up. Par. of Nanzémond Co., 25 Feb. 1673 / 4, p. 500. Tran§. of 12 pers! Tho, Pilman, Tho. Good, Edwd. Soiday, Ma"
II_6_1283,6,"CAVALIERS AND PIONETFRS Fdwd. Burson, Randall Barecott. Joane Wyatt."
II_6_1284,6,"COL. JOHN BLAKE, 1050 acs... in Mathewes Cr., a be. of the S. br.-of Nansemond Riv., 25 Feb, 1673/4, p. 501.-400. acs. granted him 30 Oct. 1"
II_6_1300,6,"SAME, 900 acs., same Co., date & page. By Mattapony Indian Path-&c., to Mr. Thomas Brewerton, &c. Trans. of 18 pers: Mary Barly, Ja. Steward"
II_6_1309,6,"JAMES HALL, 302 A. 3 R. 12 P. Chas. Cytty €o., on S. side of Appamattock Riv; -beg. at mouth of a Cr. parting “Mr, Wm. Farrar & Xtopher. Woo"
II_6_1310,6,"WM. WILLIAMS, 331 acs., Chas. Cytty Co., S. side Appamattock Riv., & Apt. 1674, p. 509. Beg. at Samll. Woodward; to Cr, patting Mr. Farrer &"
II_6_1342,6,"MR. HENRY APPLEWHAITE, 30d acs., Is, of W, Co., 21 Sept. 1674, p. 520. Adj. Robt. Edwards, Wm. Bodie, Roger Davis, Roger King & Paul Luke. P"
II_6_1343,6,"JOHN TAYLOR, 200 acs.. Up. Par. of Nanzemond Co., adj. Thomas Cowting; & John Ballard; 21 Sept. 1674, p. 520. Trans. of 4 pers: Margerett Jo"
II_6_1344,6,"MR. JOHN HARDIE, 1390 acs., Is, of W. Co., 21- Sept. 1674. p. 521. Adj. Mathew Tomlin; Wm. Westray; & land. of Fulgham & Bressie, &c. 1150 a"
II_6_1346,6,"MR. ROBERT HOLDEN, 250 acs., in: Martins Hundred Parish; 21 Sept. 1674, ‘p. 521. Beg. at a point where Skiffes’ Cr. & .Mr, Hayman’s Cr. joyn"
II_6_1354,6,"JOHN PHIPPS, 1100 acs., James Citcy: Co., uppon NE br. of ‘Pohatan Sw., 21 Sept. 1674, p. 524. Adj. Sir Wm. Berkeley; Mr. Greene; Mr. Wild, "
II_6_1360,6,"WM, HAVERCOMB., 905 acs.. Low Nocf. Co., S. side the E. br. of Eliz. Riv., 23 Sept. 1674, p. 526. Adj. Mr. Jno. Porter. Senr.. in the Ashen "
II_6_1362,6,"THOMAS GOULDMAN, 2200 acs., in Rappahannocke (Co.),on brs. of Hoskings Cr., below an Indian Path; to Porttobacco Path; to Elick Robins; over"
II_6_1365,6,"SW side of Mill Cr., formerly Tignor’s, 23 Sept. 1674, p. 527. Adj. John Weire, Gent; on SW side of the Backe Roade; adj. Thomas Rawson, &c."
II_6_1373,6,"LT. COL. JNO: TILLNE; 1600 acs., Aeconiack Co., bet. Messongo & Cattaile , adj, Robt. Brace & Col. Wm. Kenail; 25: Sept. 1674, .p. 529. Tran"
II_6_1384,6,"ROBERT TODD, 380 aés., at Tindall's Point; 21 Sept. 1674, p. 534, Beg. at‘a cove parting this & land of Mr. John Leekey upp Yorke River; adj"
II_6_1385,6,"MR. WILLIAM nace 591 A.. 2°R., 20 P., Henrico_Co., N. ‘side: Appamatock. River oa.N. side* ‘of Swift Cr., 1 Oct. 1674, p. 534. Adj. the uppe"
II_6_1387,6,"DANLL. EIRE, sonne or Mr. Tho. Fire, dec'd., 1650 acs. Accomake Co.,- on the ‘Swamp bet. land. of Massongo & Muddy Cy., 29 Sept. 1674, p..53"
II_6_1391,6,"MR. WM. OLDIS & MK. ROBT. RUFFIN, 2050 acs., Is..of W. Co., bet.: branches of the Blackwater, 21 Sept. 1674, p..536, Adj. Col, Pitt,-Westray"
II_6_1397,6,"JNO. BILLIOT, sonne of Jno. Billior, dec'd., 1050 acs., in N’ampton (Co.) ; on a br. of Forked Cr., parting this &d Jand of Tho. Bell; & adj"
II_6_1398,6,"WM. TIGNOR, 550 acs., N'umberland Co., on N. side of Gr. Wiccocomico. Riv., 23 Oct. 1674, p. 538. Upon a cr. dividing this from Jno, Johnson"
II_6_1415,6,"MR. JAMES HARRISON, JOHN BOWZEE; & ELIZ., MARGERETT, ANN& ELIN MOTT, the 4 Orphans of Mr. Geo. Mott; 9019 acs., on S. side of Rappa. Riv., a"
II_6_1418,6,"GEO. BATES, 412 acs., (Co. nog given), .. Nov. 1674, p. 548. Granted to James Smith, dec’d., & escheated by) inquisition, &c., under Tho. Lu"
II_6_1420,6,"DUNKEN BOHANNAN, 3-10 acs., Golucester Co., in Kingstone Par., upon, the E’most River; 6 Mar. 1674/5, p. 548. Beg. at gutt parting this & la"
II_6_1423,6,"JNO. GUYTON, 313 acs., Glostet! Co., Kingston Par., 6 Mar. 1674/5, p. $49. 188 acs, as expressed in his former pattent; 125 acs. adj. & adj."
II_6_1439,6,"MR, GEO. LEE. 300 acs., Surrey Co., 10 June 1675, p. 555. Granted to Jeremiah Dickeson, & escheated by inquisition &c., under Tho. Ludwell, "
II_6_1455,6,"THOMAS. JOYNER’. 1300 acs., Is. af W, Co., uppon the Cypruss Branch, 15 June 1675,’ p. 561. By Knowles’ land; Blythe’s land; unfo Mr. Bodye’"
II_6_1460,6,"HENRY BUTT, 320 acs.,-Low Noif. CoS 4 Oct: 1675, p. 564. Adj. - Robt. Butt. Granted to. Antho. ‘Benford 6 Nov. 1665, deserted, & “how grante"
II_6_1472,6,"EDWD. HATCHER. 1300 acs:, Hentico ‘Co., N. side James Riv., 6 Oct. 1675, p: 570. Next to Lilley: Valley ; nigh Cornelius’ Cr.. over Mr. Beau"
II_6_1497,6,"ROWLAND PLACE, Esqr.,'5579 A., 3. R., Chas .Citty Co., on Ely. & W'ly. sides of the Oldman’s Cr., & E'ly: side of Herring Cr. till it joymet"
II_6_1499,6,"LT. COL. GEO. JORDAN, 690 acs.. Up. Par. of Surry Co., at the mouth of @ Reedy Marsh, neare an Indian Path; along the Cyprus Sw:, a br. of t"
II_6_1507,6,"JOHN LEE, 100 acs., Up. Par. of Nanzemund Co., 24 Feb. 1675/6, p. 595. Adj. sw .or br. dividing this & land’ formerly Micah. Hill’s, now sea"
II_6_1508,6,"JOHN HARRIS, 300 acs., Up. Par. of Nanzemond Co., 24 Feb. 1675/6, p. 595. Adj. William Brin; & Georg Spivey; Col.. Blake; & neare a little h"
II_6_1509,6,"MR. EDWARD THELWELL, 150 acs., Up. Par. of Nanzemond Co., 24 Feb. 1675/6, p. 595. At land of Mr. Walter Bazeley’s orphts., now in possession"
II_6_1510,6,"RICHARD PARKER, 100 acs., Nanzemend Co., at a place called Hoods Neck. in the Southern br., 24 Feb.. 1675/6, p..596. Adj. his own Jand; beg."
II_6_1512,6,"RICHARD BAKER, 400 acs.. Up. Par. of Nanzemond Co., 24 Feb. 1675/6, p. 596. Near Mr. Winborn’s cor., by the High Way to Somerton; adj. his o"
II_6_1514,6,"HUMPHRY GRIFFIN, 750 acs., Up. Par. of Nanzemond Co., 24 Feb. 1675/6, p. 597. Beg. by the Crosse Sw. that goes out of Barbaicue (Sw.?), &c.."
II_6_1515,6,"MICHAELL KING, 900 acs., Up. Par. of Nanzemond Co., in thé way to South Key, at a, place now called Kingston: 24 Feb, 1675/6, p. 597. Near h"
II_6_1516,6,"WM. SPEIGHT, 117 acs., Up. Par. of Nanzemond Co., adj. his own; & land of ‘Mr. Hinton; near path to Humphry Griffin’s; &c; 24 Feb. 1675/6, p"
II_6_1526,6,"MR. WM. HARRISON, 600 acs., Up. Par. of Nanzemond Co., 11 Mar. 1675/6, p. 600. Adj. Mr. Tho. Francis; & his owne land. Trans: af 412 pers: N"
II_6_1561,6,"JOHN STOAKELY, 370 acs. called Dunn, in N’amBton Co., 13 June 1676, p. 613. N. upon Dunn Cr. 200 acs.. granted Capt. Edmd, Scarburgh 28 Nov."
II_6_1573,6,JOHN WEBB & JOHN REA. 709 acs.. in Up. part of New Kent Co.. on S. side of land formerly taken up by Andrew Davis on Machumps Cr: -—-— of 16
II_6_1587,6,"SAME. 1143 acs., 7 Nov. 1677, p. 625. On. NW side of Mr. Mathews’ jand; upp the runn of Gr. Hunting Cr. &c, Trans. of 23 pers: William Turne"
II_6_1588,6,"SAME. 555 acs., within the forke of ‘lictle. Hunting Cr., on §. side of the howse, &c; 3 Nov. 1677. p. 626. (The True date. H. H:) Trans. of"
II_6_1589,6,"SAME. 1391 acs., on N. br. of the forke of litle Hunting Cr., at the. head of Mr. Mathews’ land, &c; 6 Nov. 1677, p. 626. (The true date acc"
II_6_1591,6,"JOHN CARPENTER, 100 acs., upon Morattico Cr., 5 Jan. 1677, p. 627. Adj. land of Thomas Stephens, dec'd., the Ouldman’s Cr. & Sw.. & land tha"
II_6_1596,6,"THOMAS GLASCOCK, 280 ‘acs., on N: side of Rappa. Co., on the head of Moraetico Cr., 4 Apr. 1678, p. 630. Adj. Nicholas Farmer °& Thomas Step"
II_6_1602,6,"EAM YOUNG, 240 acs., Rap-Co., towards the head of Ralph's Cr. which issueth out ‘of Puscattocon; date blank, p. 632. Adj. land pattented by "
II_6_1604,6,"THOMAS SEAWELL, 500 acs., News Kent Co., on N. side of Mattapony Riv.; ‘upon Assanamyuscock Br; 20 Feb: 1677, CAVALIERS AND PIONEERS p. 633."
II_6_1641,6,"EDMUND DOBSON, WM. DOBSON & JNO DOBSON, sonns of Mr. Edward Dobson, late of Gloster Co., dec’d., 1150 acs., in sd. Co., in Abinton Par., 5 J"
II_6_1686,6,"WM. SPEIGHT, 176 acs., Up. Par. of Nanzemond Co., at a place called Barbica; adjoyning. Humphrey Griffin, CAVALIERS AND PIONEERS 10 Nov. 167"
II_6_1687,6,"JAMES PETERS (Peeters), 400 acs., Up. Par. of Nanzemond Co., 10 Nov. 1678, p. 669. Beg.-by Syprus Sw., near a Reedy white marsh, &c. Trans. "
II_6_1691,6,"SAME. 420 acs., in Yorke Co. & Par., 20 Nov. 1678, p. 671. Beg. by the maine Road, & adj. Mr. Tiplady; & Mr. Peter Temple; &c. Trans. of 9 p"
II_6_1693,6,"JOHN CARR & JOHN SIMSON, 627 acs., on NW side of Gr, Hunting Cr; 20 Nov. 1678, p. 671. Trans. of 13 pers: Jno. Simson, Mary Simson, Rich. Ow"
II_6_1699,6,"HENRY CLARKE, 355 acs., on N. side the river; (County not given.) adj. Mr. Tho. Beal; Lt. Col. Jno. Hull (?)5 Tho, Short & his own land; 20 "
II_6_1702,6,"COL. LEMUELL MASON, 1250 acs., 24 Apr. 1679, p. 674, Beg. at the Hogpen point on SW side of Cr. deviding this & land of Mr. Tho. Willoughby,"
II_6_1710,6,"SAME. 150 acs., same Co., date & page. In the Forehead neck on N, side of King’s Cr. at- Pocamoke; on Williams’ gutt or ct., & bet. bounds b"
II_6_1711,6,"JAMES MURDAH, 280 acs., Up Par. of Nansemond Co., 30 Apr. 1679. p. 677. Part of 500 acs. granted to Argall ‘Yardley, Esqr., 6 Feb. 1637. Upo"
II_6_1713,6,"WM. SANDERS, 175 acs., in the Up. Par. of Nansemond Co.. by Dumplin Island Cr., at the head of Mr. Jno. Wright’s land; neere the Ridge; by a"
II_6_1720,6,"JOHN HALL, 345 acs.. N’amptcn Co., 1 May. 1679, p. 680. Adi. lands of Jeremiah Griffith; & Southey Littleton; &c. 200 acs. granted Phill. Wa"
II_6_1721,6,"RICHARD HEYNES, 400 acs., neere head of the S. br. of Nanzemond Riv; 6 May 1679, p. 680. Granted to Richard Heynes, his father, 12 Apr. 1653"
II_6_1722,6,"THOMAS PARKER, 600 acs., neer nead of the S. br. of Nanzemond Riv., 25 Apr. 1679, p. 681. Granted to Francis Wells 20 Oct. 1665 & purchased "
II_6_1727,6,"JOHN HULETT (Hughlet), 409 s.. Numberland Co., at the head of Gr. Wicocomoco River, 1 May 1679, p. 682. N. upon Wickars Br., deviding thiis "
II_6_1739,6,"BENJA. HATCHER & JOHN MILNER, 350 A., 2 R,, & 14 P.. Henrico Co., N. side of James River, in the forke ‘of Cornelius Run; 30 May 1679, p. 68"
II_6_1744,6,"NICHOLAS SESSUMS, 550 acs. in the Low. Par. of Surry Co., on the Bridge Sw., a-br. of the Black Water Sw.; 30 May 1679, p.~688. Beg. bet. Ri"
II_7_1757,7,"MR. THOMAS WOOMBWELL, sonn & heire to Mr. Tho. Woombwell, Gent., late of Isle of Wight Co; 650 acs., in the Up. Par. of sd. Co., 25 Sept. 16"
II_7_1759,7,"ARTHUR DAVIES, of Surrey Co., 461 acs. in Surrey & Is. of Wight Counties; 25 Sept. 1679, p. 6. On both sides of the first br. of the maine B"
II_7_1762,7,"ELIZTH. WEBB, 100 acs., Up.. Par. of Nanzemond Co., behind Tucker's Neck; 25 Sept. 1679, p. 7. Corner to Wm. Tucker; to w.o. standing in sig"
II_7_1773,7,"JOHN PLEASANTS & JNO. HADDELLSEY, 548 A., 3 R. & .20 P.. Henrico Co., N. side of James Riv., 1 Oct. 1679, p. 12. On the maine brooke of 4 Mi"
II_7_1781,7,"HUMPHREY TOY, 10 acs., in Kingston Parish; on E’most river; adj, his own 550: acs; 26 Nov. 1679, p. 15. Beg. neer the mouth of Benetts Cr: &"
II_7_1783,7,"ROGER TARLETON, 167 acs., Is. of | Wisht Co.. on br. of the W'n. br. of Nenzemond Riv., 29 Nov. 1679, p. 16. Adj. Henty Plumton, Tho. Markes"
II_7_1787,7,"THOMAS PARNELL, of Is. of Wight Co., 150 acs. in sd. County; bet. the 2nd & 3rd Sw. of the maine Black Waters; 21 Jan. 1679, p. 18. Adj. lan"
II_7_1788,7,"WILLIAM SCOTT, Junr., of Is. of Wight Co., 24 acs., on N: side. of the Indian Cr. Sw., in sd. Co; 21 Jan. 1679, p. 18. Adj. John Garwood. Tr"
II_7_1789,7,"MR. ROBT. KING, the elder, of Ts. of Wight Co., 200 acs., near Tapsters, alias thé lone pond, Cr., in the Low. Par. of sd. Co; 21 Jan. 1679,"
II_7_1795,7,"ISAAC COATES, 418 acs., N. side of James River, S. side of the run of Moses Cr., 20 Apr. 1680, p. 21. Adj. Mr. Bishop. Granted to Bartho. Kn"
II_7_1806,7,"RICHARD BOOTH, of Is.-of Wight Co., 560 acs., in the Low. Par. of sd. Co.; on both sides the br. & near the head of Curawaugh Sw., 20 Apr. 1"
II_7_1809,7,"WM. GRAY, of Surrey Co., 680 acs., in sd. Co., om both sides of the head of the Lower Sunken Marsh, 20 Apr. 1680, p. 27. 494 acs. part of 85"
II_7_1810,7,"THOMAS SENIOR, 113 acs., Surrey Co., 20 Apr. 1680. p. 28. Bet. lands of Mr. Fra. Mason, Mr. Tno. & The. Eawards & Mrs. Marty Marriott, on lo"
II_7_1811,7,"HENRY WIGGS, 20 acs.. Low. Par. of Is. of Wisht Co., on S. side the head of Vasser’s Cr., 20 Apr. 1680, p. 28. Adj. land he now lives upon; "
II_7_1824,7,"SAME. 600 acs., same Co., & date; Page 35. N. side Mattapony Riv.. adj. Mr. Mody. Granted to John Piee 3 Jan. 1667; deserted; gtanted to Rob"
II_7_1828,7,"JOHN BABB, 80 acs., of marsh land. in the W'n. br. of Nanzemond Riv., adj. his own land & where the Church now stands; opposite to Capt. Old"
II_7_1831,7,"GEORG LAWRANCE, 120 acs., at the head of his father’s line, in the W'n. br. of Nanzemond; adj. land of his brother John Lawrance; Mr. Isen &"
II_7_1832,7,"RICHARD SANDERS, 300 acs., in the Up. Par. of Nanzemund; at the head CAVALIERS AND PIONEERS of Capt. John Mason, in the W’n. br; adj. Michae"
II_7_1833,7,"JANE STOAKES, Widdowe, 800 acs., Up. Par. of Nanzemond Co., adj. Robert Brasewell & James Long; 10 July 1680, p. 40. Granted sd. Brasewell 2"
II_7_1840,7,"THOMAS SORESBY, 620 acs., Up. Par. of Surry Co; neare Mr. William Symons’ Cart path, bet. sd. Symons, Mr. Allen & William Scarbrough; 10 Jul"
II_7_1852,7,"MR. ABRAHAM WEEKS (Weekes) & MR. HUGH WILLIAMS, 1091 acs., 26 Sept. 1680, p. 52. On back of land purchased by Henry Corbyn, Esqr. & another "
II_7_1878,7,"MORDECAI COOKE, 1000 acs., Glost. Co., Ware Par; within which survey is 140 acs. belonging to Mr. Tho. Colles, dec’d; 29 Sept. 1680, p. 63. "
II_7_1879,7,"MAJOR LEWIS BURWELL, 3400 acs., Glos.'Co.; 29 Sept. 1680, p. 64. Beg. at Mirtle Pt. on Carter’s Cr; through John Creed’s old field & part of"
II_7_1890,7,"ROBT. JOHNSON, of Is, of W. Co., 2150 acs., in sd. Co., neer the head of Corowaugh Sw., 23 Apr. 1681, p. 69. Adj. Arth. Allen, & Robt. Horne"
II_7_1891,7,"MR. ARTHUR JORDAN, 150 acs., Up. Per. of Surry Co; on Stoney Runn Br., neere the Rorde, &c; 23 Apr. 1681, p. 70. Trans. of 3 pers: Geo. Hack"
II_7_1894,7,"RICHARD REYNOLDS, SENR., 380 acs, in the Low. Par., Is, -of W. Co., NW side of the Lower Bay Cr; 23 Apr. 1681, p. 71. 209 acs. part of 450 a"
II_7_1925,7,"MR. HENRY CARY, 670 acs., Ware. wick Co., comonly called the forrest, 23 Apr. 1681, p. 87: Beg. side of the Back Cr. runn, neare the foote b"
